RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1690999334243	 	3.3.1
USER	Get Data Scenario	1	START	1690999336067	1690999336067
USER	Get Data Scenario	2	START	1690999336146	1690999336146
USER	Get Data Scenario	3	START	1690999336219	1690999336219
USER	Get Data Scenario	4	START	1690999336286	1690999336286
USER	Get Data Scenario	5	START	1690999336358	1690999336358
USER	Get Data Scenario	6	START	1690999336436	1690999336436
USER	Get Data Scenario	7	START	1690999336514	1690999336514
USER	Get Data Scenario	8	START	1690999336576	1690999336576
USER	Get Data Scenario	9	START	1690999336652	1690999336652
REQUEST	1		Get Data	1690999336112	1690999336620	OK	 
REQUEST	2		Get Data	1690999336148	1690999336655	OK	 
REQUEST	3		Get Data	1690999336220	1690999336639	OK	 
REQUEST	5		Get Data	1690999336360	1690999336674	OK	 
REQUEST	4		Get Data	1690999336288	1690999336674	OK	 
USER	Get Data Scenario	10	START	1690999336716	1690999336716
REQUEST	7		Get Data	1690999336516	1690999336751	OK	 
REQUEST	6		Get Data	1690999336438	1690999336789	OK	 
USER	Get Data Scenario	11	START	1690999336793	1690999336793
REQUEST	8		Get Data	1690999336578	1690999336823	OK	 
USER	Get Data Scenario	12	START	1690999336856	1690999336856
REQUEST	9		Get Data	1690999336654	1690999336919	OK	 
USER	Get Data Scenario	13	START	1690999336936	1690999336936
REQUEST	10		Get Data	1690999336718	1690999336960	OK	 
USER	Get Data Scenario	14	START	1690999337011	1690999337011
REQUEST	11		Get Data	1690999336794	1690999337056	OK	 
USER	Get Data Scenario	15	START	1690999337076	1690999337076
REQUEST	12		Get Data	1690999336857	1690999337101	OK	 
USER	Get Data Scenario	16	START	1690999337150	1690999337150
USER	Get Data Scenario	17	START	1690999337227	1690999337227
REQUEST	13		Get Data	1690999336937	1690999337243	OK	 
REQUEST	14		Get Data	1690999337012	1690999337257	OK	 
USER	Get Data Scenario	18	START	1690999337306	1690999337306
REQUEST	15		Get Data	1690999337077	1690999337309	OK	 
USER	Get Data Scenario	19	START	1690999337386	1690999337386
REQUEST	16		Get Data	1690999337151	1690999337397	OK	 
REQUEST	17		Get Data	1690999337229	1690999337451	OK	 
USER	Get Data Scenario	20	START	1690999337459	1690999337459
USER	Get Data Scenario	21	START	1690999337536	1690999337536
USER	Get Data Scenario	22	START	1690999337616	1690999337616
REQUEST	19		Get Data	1690999337387	1690999337644	OK	 
REQUEST	18		Get Data	1690999337307	1690999337672	OK	 
USER	Get Data Scenario	23	START	1690999337691	1690999337691
USER	Get Data Scenario	24	START	1690999337768	1690999337768
REQUEST	20		Get Data	1690999337460	1690999337800	OK	 
REQUEST	21		Get Data	1690999337537	1690999337800	OK	 
USER	Get Data Scenario	25	START	1690999337846	1690999337846
REQUEST	22		Get Data	1690999337617	1690999337876	OK	 
REQUEST	23		Get Data	1690999337692	1690999337923	OK	 
USER	Get Data Scenario	26	START	1690999337923	1690999337923
REQUEST	24		Get Data	1690999337770	1690999337991	OK	 
USER	Get Data Scenario	27	START	1690999338000	1690999338000
REQUEST	25		Get Data	1690999337847	1690999338075	OK	 
USER	Get Data Scenario	28	START	1690999338077	1690999338077
REQUEST	26		Get Data	1690999337924	1690999338131	OK	 
USER	Get Data Scenario	29	START	1690999338155	1690999338155
REQUEST	27		Get Data	1690999338001	1690999338220	OK	 
USER	Get Data Scenario	30	START	1690999338233	1690999338233
USER	Get Data Scenario	31	START	1690999338310	1690999338310
REQUEST	28		Get Data	1690999338078	1690999338320	OK	 
USER	Get Data Scenario	32	START	1690999338376	1690999338376
REQUEST	29		Get Data	1690999338156	1690999338403	OK	 
USER	Get Data Scenario	33	START	1690999338465	1690999338465
USER	Get Data Scenario	34	START	1690999338543	1690999338543
REQUEST	30		Get Data	1690999338234	1690999338558	OK	 
REQUEST	31		Get Data	1690999338311	1690999338574	OK	 
USER	Get Data Scenario	35	START	1690999338606	1690999338606
