RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1691000544253	 	3.3.1
USER	Get Data Scenario	1	START	1691000546409	1691000546409
USER	Get Data Scenario	2	START	1691000546469	1691000546469
USER	Get Data Scenario	3	START	1691000546547	1691000546547
USER	Get Data Scenario	4	START	1691000546624	1691000546624
USER	Get Data Scenario	5	START	1691000546689	1691000546689
USER	Get Data Scenario	6	START	1691000546765	1691000546765
REQUEST	3		Get Data	1691000546549	1691000546779	KO	jsonPath($).find.exists preparation crashed: Jackson failed to parse into a valid AST: c.f.j.d.e.MismatchedInputException: No content to map due to end-of-input  at [Source: (io.gatling.commons.util.FastByteArrayInputStream); line: 1, column: 0]
USER	Get Data Scenario	7	START	1691000546829	1691000546829
REQUEST	1		Get Data	1691000546479	1691000546844	OK	 
REQUEST	2		Get Data	1691000546481	1691000546845	OK	 
REQUEST	4		Get Data	1691000546626	1691000546888	OK	 
USER	Get Data Scenario	8	START	1691000546903	1691000546903
REQUEST	5		Get Data	1691000546691	1691000546932	OK	 
USER	Get Data Scenario	9	START	1691000546969	1691000546969
REQUEST	6		Get Data	1691000546766	1691000547020	OK	 
USER	Get Data Scenario	10	START	1691000547049	1691000547049
REQUEST	7		Get Data	1691000546830	1691000547062	OK	 
USER	Get Data Scenario	11	START	1691000547129	1691000547129
REQUEST	8		Get Data	1691000546904	1691000547141	OK	 
USER	Get Data Scenario	12	START	1691000547195	1691000547195
REQUEST	9		Get Data	1691000546971	1691000547236	OK	 
USER	Get Data Scenario	13	START	1691000547259	1691000547259
REQUEST	10		Get Data	1691000547051	1691000547311	OK	 
USER	Get Data Scenario	14	START	1691000547334	1691000547334
USER	Get Data Scenario	15	START	1691000547399	1691000547399
REQUEST	11		Get Data	1691000547131	1691000547403	OK	 
REQUEST	12		Get Data	1691000547197	1691000547441	OK	 
USER	Get Data Scenario	16	START	1691000547489	1691000547489
USER	Get Data Scenario	17	START	1691000547550	1691000547550
REQUEST	13		Get Data	1691000547261	1691000547550	OK	 
REQUEST	14		Get Data	1691000547336	1691000547583	OK	 
USER	Get Data Scenario	18	START	1691000547629	1691000547629
REQUEST	15		Get Data	1691000547401	1691000547665	OK	 
